OrderDate,UserID,Product,Quantity,Price
2024-04-07T11:48:24.739Z,811,Tablet,5,1216.99
2024-07-09T11:48:24.739Z,407,Smartwatch,1,1227.4
2024-02-22T11:48:24.739Z,826,Smartwatch,1,1067.8
2024-05-11T11:48:24.739Z,603,Tablet,4,69.19
2024-01-28T11:48:24.739Z,178,Headphones,2,759.5
2024-04-13T11:48:24.739Z,510,Headphones,2,1413.89
2024-03-17T11:48:24.739Z,374,Headphones,2,662.27
2024-06-27T11:48:24.739Z,156,Headphones,2,1868.88
2024-07-20T11:48:24.739Z,420,Smartphone,4,942.58
2024-03-02T11:48:24.739Z,305,Laptop,5,849.2
2024-08-31T11:48:24.739Z,457,Headphones,3,497.18
2023-10-21T11:48:24.739Z,939,Laptop,5,553.19
2024-05-14T11:48:24.739Z,775,Tablet,3,1823.62
2024-07-15T11:48:24.739Z,553,Laptop,3,774.51
2024-02-17T11:48:24.739Z,525,Smartphone,2,1320.26
2024-10-11T11:48:24.739Z,956,Smartphone,3,806.28
2023-10-14T11:48:24.739Z,222,Smartwatch,3,650.5
2024-04-23T11:48:24.739Z,377,Smartphone,5,982.88
2023-12-25T11:48:24.739Z,610,Smartwatch,4,1057.89
2023-12-28T11:48:24.739Z,896,Smartphone,4,1968.87
2024-03-22T11:48:24.739Z,606,Smartwatch,3,467.0
2023-12-13T11:48:24.739Z,77,Tablet,4,1319.98
2024-07-10T11:48:24.739Z,889,Laptop,3,1604.26
2024-08-10T11:48:24.739Z,192,Tablet,5,1731.71
2024-03-02T11:48:24.739Z,619,Tablet,5,1093.35
2024-07-28T11:48:24.739Z,538,Smartwatch,1,1864.49
2024-01-25T11:48:24.739Z,919,Laptop,2,1603.82
2023-12-22T11:48:24.739Z,285,Smartphone,2,607.96
2024-02-24T11:48:24.739Z,843,Tablet,1,402.64
2023-11-19T11:48:24.739Z,63,Headphones,2,1874.07
2023-12-11T11:48:24.739Z,390,Headphones,2,1814.14
2023-11-13T11:48:24.739Z,21,Tablet,5,376.91
2023-12-11T11:48:24.739Z,382,Smartwatch,4,436.3
2024-08-17T11:48:24.739Z,524,Headphones,5,1243.03
2024-07-27T11:48:24.739Z,960,Smartwatch,4,102.74
2024-07-29T11:48:24.739Z,882,Laptop,3,1121.39
2024-08-13T11:48:24.739Z,442,Smartphone,4,743.67
2024-10-06T11:48:24.739Z,176,Smartwatch,4,673.06
2024-08-01T11:48:24.739Z,28,Smartwatch,4,951.33
2024-01-31T11:48:24.739Z,467,Smartwatch,1,1013.29
2024-01-21T11:48:24.739Z,29,Smartwatch,1,806.25
2024-07-28T11:48:24.739Z,567,Smartphone,4,1327.53
2023-12-14T11:48:24.739Z,573,Headphones,4,781.0
2024-03-04T11:48:24.739Z,119,Smartwatch,3,1405.67
2024-01-01T11:48:24.739Z,187,Smartwatch,1,1002.91
2024-10-01T11:48:24.739Z,122,Smartphone,3,115.06
2024-04-21T11:48:24.739Z,589,Laptop,3,698.93
2023-11-01T11:48:24.739Z,389,Laptop,2,956.22
2023-11-07T11:48:24.739Z,303,Headphones,2,320.13
2024-01-01T11:48:24.739Z,126,Smartphone,1,1181.12
2023-11-15T11:48:24.739Z,878,Smartphone,2,153.89
2024-04-26T11:48:24.739Z,148,Smartwatch,2,461.36
2024-01-01T11:48:24.739Z,256,Smartphone,2,1641.61
2024-09-08T11:48:24.739Z,369,Smartphone,4,1319.96
2023-11-17T11:48:24.739Z,758,Laptop,2,1536.67
2023-11-10T11:48:24.739Z,606,Tablet,1,325.11
2024-05-11T11:48:24.739Z,792,Headphones,1,1283.23
2024-07-11T11:48:24.739Z,461,Laptop,5,780.34
2023-11-25T11:48:24.739Z,119,Headphones,3,391.02
2024-06-27T11:48:24.739Z,987,Tablet,5,1874.01
2024-06-30T11:48:24.739Z,933,Laptop,5,777.64
2024-09-29T11:48:24.739Z,428,Smartphone,3,583.81
2023-12-26T11:48:24.739Z,592,Headphones,5,919.91
2024-08-31T11:48:24.739Z,157,Laptop,2,830.55
2024-08-02T11:48:24.739Z,454,Smartphone,5,1755.64
2024-03-24T11:48:24.739Z,551,Tablet,5,135.41
2024-08-27T11:48:24.739Z,529,Tablet,2,379.68
2024-05-10T11:48:24.739Z,533,Tablet,5,161.96
2024-07-11T11:48:24.739Z,585,Smartwatch,5,383.6
2023-12-05T11:48:24.739Z,410,Smartphone,4,1729.07
2023-11-17T11:48:24.739Z,11,Laptop,1,1616.52
2024-09-26T11:48:24.739Z,167,Headphones,5,754.1
2024-05-21T11:48:24.739Z,355,Laptop,3,1622.08
2024-05-20T11:48:24.739Z,675,Headphones,3,871.34
2024-05-03T11:48:24.739Z,242,Laptop,5,843.11
2024-08-02T11:48:24.739Z,936,Tablet,3,1977.42
2024-08-28T11:48:24.739Z,26,Headphones,4,1783.79
2023-10-21T11:48:24.739Z,626,Smartphone,5,1794.25
2024-10-10T11:48:24.739Z,691,Tablet,1,495.63
2024-01-05T11:48:24.739Z,497,Laptop,3,1875.98
2024-07-07T11:48:24.739Z,522,Laptop,5,549.57
2024-03-14T11:48:24.739Z,312,Tablet,2,175.43
2024-07-14T11:48:24.739Z,361,Headphones,5,475.22
2024-05-02T11:48:24.739Z,936,Smartwatch,3,68.38
2024-07-10T11:48:24.739Z,937,Smartwatch,2,1762.78
2023-11-29T11:48:24.739Z,125,Tablet,3,893.29
2024-05-30T11:48:24.739Z,477,Smartwatch,1,1344.81
2023-12-02T11:48:24.739Z,914,Laptop,2,589.42
2023-11-02T11:48:24.739Z,395,Headphones,4,819.32
2024-06-23T11:48:24.739Z,695,Smartwatch,1,1830.3
2024-07-04T11:48:24.739Z,207,Smartwatch,4,954.18
2024-01-11T11:48:24.739Z,459,Laptop,2,1856.4
2023-10-25T11:48:24.739Z,210,Tablet,1,1920.87
2024-02-27T11:48:24.739Z,473,Tablet,2,234.61
2024-06-24T11:48:24.739Z,371,Tablet,3,1982.1
2023-12-14T11:48:24.739Z,627,Laptop,2,788.11
2024-09-02T11:48:24.739Z,807,Headphones,4,1131.24
2023-12-17T11:48:24.739Z,411,Laptop,3,633.13
2024-05-29T11:48:24.739Z,464,Tablet,1,1515.28
2024-08-26T11:48:24.739Z,50,Smartphone,4,186.86
2024-04-07T11:48:24.739Z,734,Headphones,1,1260.91
2023-11-17T11:48:24.739Z,785,Headphones,2,1035.99
2024-03-10T11:48:24.739Z,705,Tablet,1,918.85
2024-05-09T11:48:24.739Z,431,Laptop,4,520.43
2023-12-08T11:48:24.739Z,850,Laptop,5,966.56
2024-08-06T11:48:24.739Z,225,Tablet,1,117.05
2024-02-02T11:48:24.739Z,152,Smartwatch,5,61.33
2024-08-18T11:48:24.739Z,887,Smartwatch,3,815.04
2024-01-30T11:48:24.739Z,160,Laptop,2,500.96
2024-04-28T11:48:24.739Z,79,Laptop,1,1799.63
2024-08-12T11:48:24.739Z,552,Tablet,5,1401.29
2024-04-07T11:48:24.739Z,263,Headphones,1,135.74
2024-06-23T11:48:24.739Z,526,Smartphone,3,1487.85
2023-12-28T11:48:24.739Z,793,Smartphone,5,1723.47
2024-06-22T11:48:24.739Z,642,Laptop,2,859.97
2024-03-17T11:48:24.739Z,934,Laptop,5,260.16
2024-07-21T11:48:24.739Z,451,Smartphone,3,508.22
2024-03-19T11:48:24.739Z,376,Headphones,4,1873.58
2023-11-25T11:48:24.739Z,286,Smartwatch,3,122.3
2024-01-14T11:48:24.739Z,303,Headphones,1,1978.31
2024-02-09T11:48:24.739Z,35,Laptop,4,329.51
2024-06-28T11:48:24.739Z,955,Tablet,1,800.03
2024-02-03T11:48:24.739Z,464,Smartphone,4,315.55
2023-12-12T11:48:24.739Z,449,Smartphone,4,647.68
2024-02-04T11:48:24.739Z,761,Smartwatch,4,595.03
2023-10-31T11:48:24.739Z,267,Laptop,2,512.08
2023-10-20T11:48:24.739Z,994,Headphones,1,365.9
2024-08-06T11:48:24.739Z,341,Tablet,3,1556.87
2024-08-09T11:48:24.739Z,492,Headphones,1,1960.61
2024-04-11T11:48:24.739Z,555,Headphones,5,468.4
2024-02-14T11:48:24.739Z,88,Laptop,2,1392.14
2024-06-13T11:48:24.739Z,749,Smartwatch,4,651.03
2024-08-22T11:48:24.739Z,322,Headphones,3,1007.42
2023-12-11T11:48:24.739Z,992,Tablet,2,1655.4
2024-07-14T11:48:24.739Z,542,Laptop,3,980.35
2024-02-16T11:48:24.739Z,527,Tablet,5,1794.51
2024-04-25T11:48:24.739Z,617,Tablet,4,903.64
2024-08-04T11:48:24.739Z,359,Laptop,3,1877.71
2024-05-05T11:48:24.739Z,266,Tablet,5,214.4
2024-02-12T11:48:24.739Z,780,Smartwatch,1,1127.55
2024-06-20T11:48:24.739Z,493,Headphones,5,1888.4
2024-10-07T11:48:24.739Z,105,Tablet,2,1919.37
2024-07-03T11:48:24.739Z,602,Tablet,1,1798.67
2024-02-16T11:48:24.739Z,463,Headphones,3,1089.02
2023-12-20T11:48:24.739Z,940,Headphones,5,164.17
2024-02-23T11:48:24.739Z,17,Smartphone,2,1658.34
2024-01-22T11:48:24.739Z,241,Smartwatch,1,515.7
2024-06-16T11:48:24.739Z,182,Headphones,4,700.59
2024-05-23T11:48:24.739Z,277,Tablet,3,1139.34
2023-12-27T11:48:24.739Z,650,Smartwatch,4,1355.82
2024-02-11T11:48:24.739Z,433,Laptop,2,913.76
2024-08-05T11:48:24.739Z,148,Tablet,4,1324.67
2024-04-19T11:48:24.739Z,981,Smartwatch,3,605.17
2024-08-22T11:48:24.739Z,281,Tablet,1,514.09
2024-02-18T11:48:24.739Z,300,Smartwatch,1,443.79
2023-10-31T11:48:24.739Z,952,Headphones,5,1982.03
2024-01-18T11:48:24.739Z,954,Laptop,5,1367.14
2024-05-02T11:48:24.739Z,452,Smartwatch,4,600.93
2024-02-26T11:48:24.739Z,110,Laptop,4,137.32
2024-08-31T11:48:24.739Z,969,Laptop,3,437.3
2024-07-12T11:48:24.739Z,356,Tablet,5,1813.46
2024-07-14T11:48:24.739Z,125,Smartphone,1,270.55
2024-07-29T11:48:24.739Z,72,Smartphone,1,460.43
2024-05-20T11:48:24.739Z,923,Headphones,3,1153.3
2024-02-24T11:48:24.739Z,647,Smartwatch,4,1301.91
2024-03-18T11:48:24.739Z,891,Tablet,3,617.28
2024-06-23T11:48:24.739Z,740,Tablet,5,584.16
2024-03-29T11:48:24.739Z,286,Tablet,3,1165.8
2024-04-04T11:48:24.739Z,953,Tablet,2,1188.17
2024-07-06T11:48:24.739Z,469,Tablet,3,1994.43
2024-08-17T11:48:24.739Z,408,Tablet,1,1095.12
2024-07-23T11:48:24.739Z,392,Smartphone,1,134.5
2024-02-01T11:48:24.739Z,331,Smartwatch,2,533.98
2024-04-11T11:48:24.739Z,994,Headphones,4,1259.58
2024-03-08T11:48:24.739Z,906,Tablet,5,1120.63
2024-04-18T11:48:24.739Z,17,Headphones,2,1720.1
2024-03-24T11:48:24.739Z,316,Laptop,4,279.76
2024-05-28T11:48:24.739Z,406,Smartwatch,1,302.11
2024-04-25T11:48:24.739Z,604,Laptop,3,630.17
2024-08-03T11:48:24.739Z,145,Smartphone,4,1898.02
2024-02-08T11:48:24.739Z,169,Headphones,5,285.11
2024-06-24T11:48:24.739Z,309,Headphones,1,697.56
2023-11-17T11:48:24.739Z,916,Headphones,4,145.69
2024-08-31T11:48:24.739Z,232,Laptop,1,973.28
2024-03-28T11:48:24.739Z,760,Headphones,2,910.25
2024-03-05T11:48:24.739Z,664,Tablet,1,1353.93
2024-03-05T11:48:24.739Z,868,Smartwatch,1,426.27
2024-01-11T11:48:24.739Z,612,Tablet,5,676.81
2024-04-22T11:48:24.739Z,952,Laptop,1,569.47
2024-03-20T11:48:24.739Z,592,Tablet,2,519.82
2024-01-03T11:48:24.739Z,294,Tablet,5,1050.14
2024-07-21T11:48:24.739Z,125,Smartphone,1,1961.03
2023-12-29T11:48:24.739Z,500,Tablet,1,384.19
2024-09-26T11:48:24.739Z,798,Smartwatch,1,305.84
2024-07-21T11:48:24.739Z,193,Smartphone,4,1366.01
2024-04-29T11:48:24.739Z,750,Smartphone,5,1829.8
2023-12-03T11:48:24.739Z,941,Smartphone,5,129.49
2024-10-09T11:48:24.739Z,570,Smartphone,1,1019.89
2024-09-15T11:48:24.739Z,55,Tablet,3,382.68
2024-04-20T11:48:24.739Z,498,Laptop,1,1045.52
2024-06-09T11:48:24.739Z,7,Smartphone,5,1002.91
2023-12-11T11:48:24.739Z,859,Tablet,2,280.31
2024-01-01T11:48:24.739Z,149,Smartphone,4,1638.92
2024-04-11T11:48:24.739Z,36,Tablet,4,1966.7
2024-09-10T11:48:24.739Z,326,Headphones,4,189.35
2023-11-25T11:48:24.739Z,553,Tablet,3,139.05
2024-04-26T11:48:24.739Z,741,Laptop,1,1564.94
2024-09-12T11:48:24.739Z,11,Laptop,3,826.5
2024-06-04T11:48:24.739Z,543,Smartphone,2,1594.76
2023-10-29T11:48:24.739Z,150,Headphones,1,1304.39
2024-03-16T11:48:24.739Z,76,Tablet,5,657.21
2023-12-14T11:48:24.739Z,879,Smartphone,5,605.51
2024-08-15T11:48:24.739Z,867,Tablet,3,1646.08
2024-04-13T11:48:24.739Z,948,Laptop,5,904.82
2024-05-20T11:48:24.739Z,701,Headphones,5,270.16
2024-09-21T11:48:24.739Z,874,Headphones,3,1789.41
2024-07-19T11:48:24.739Z,340,Tablet,5,1262.56
2024-07-17T11:48:24.739Z,348,Smartwatch,1,668.62
2024-02-11T11:48:24.739Z,717,Laptop,1,1274.33
2024-08-30T11:48:24.739Z,873,Headphones,4,452.07
2024-01-02T11:48:24.739Z,383,Headphones,2,1737.73
2023-11-16T11:48:24.739Z,11,Tablet,2,1400.09
2024-05-13T11:48:24.739Z,975,Laptop,2,298.71
2023-11-24T11:48:24.739Z,704,Headphones,4,1509.19
2024-03-11T11:48:24.739Z,520,Headphones,3,1186.75
2024-07-23T11:48:24.739Z,222,Headphones,1,384.49
2024-03-12T11:48:24.739Z,808,Smartphone,1,1074.58
2024-10-03T11:48:24.739Z,975,Headphones,2,561.16
2023-10-25T11:48:24.739Z,464,Tablet,3,352.79
2024-08-18T11:48:24.739Z,895,Smartwatch,1,1510.03
2024-09-18T11:48:24.739Z,263,Smartphone,3,147.94
2023-12-01T11:48:24.739Z,481,Laptop,4,1798.88
2024-06-19T11:48:24.739Z,110,Smartwatch,4,1496.26
2023-12-25T11:48:24.739Z,307,Smartphone,2,255.88
2024-01-03T11:48:24.739Z,553,Laptop,5,1464.23
2023-11-12T11:48:24.739Z,38,Laptop,5,1729.21
2024-03-01T11:48:24.739Z,64,Headphones,3,1326.14
2023-10-21T11:48:24.739Z,561,Tablet,5,869.94
2024-05-09T11:48:24.739Z,123,Smartwatch,4,519.18
2024-10-06T11:48:24.739Z,621,Tablet,2,1106.23
2024-09-12T11:48:24.739Z,646,Laptop,5,66.7
2024-09-29T11:48:24.739Z,106,Laptop,2,1264.98
2024-08-10T11:48:24.739Z,190,Laptop,2,1572.25
2024-06-15T11:48:24.739Z,920,Smartphone,4,153.93
2024-06-11T11:48:24.739Z,819,Tablet,2,1302.78
2024-05-30T11:48:24.739Z,27,Laptop,5,1349.8
2024-08-15T11:48:24.739Z,90,Smartwatch,3,373.8
2024-06-13T11:48:24.739Z,108,Tablet,2,1898.45
2024-04-20T11:48:24.739Z,693,Laptop,2,1154.4
2024-01-08T11:48:24.739Z,144,Headphones,3,1535.79
2023-12-01T11:48:24.739Z,925,Smartwatch,1,1907.83
2024-06-05T11:48:24.739Z,818,Laptop,3,592.77
2024-07-15T11:48:24.739Z,9,Headphones,5,1567.69
2024-04-08T11:48:24.739Z,313,Tablet,1,849.23
2023-12-17T11:48:24.739Z,892,Smartwatch,2,378.96
2023-11-15T11:48:24.739Z,884,Laptop,3,1667.95
2024-01-09T11:48:24.739Z,51,Smartwatch,3,1606.3
2024-02-01T11:48:24.739Z,570,Headphones,3,1007.32
2024-06-25T11:48:24.739Z,268,Smartwatch,3,1267.15
2023-10-25T11:48:24.739Z,510,Laptop,3,170.77
2024-09-20T11:48:24.739Z,558,Smartphone,2,1701.22
2024-02-28T11:48:24.739Z,951,Laptop,5,1047.57
2024-10-11T11:48:24.739Z,508,Smartphone,2,1934.28
2024-06-26T11:48:24.739Z,137,Laptop,3,1268.03
2023-12-19T11:48:24.739Z,651,Tablet,1,1017.71
2024-05-09T11:48:24.739Z,883,Laptop,4,1029.53
2023-12-11T11:48:24.739Z,542,Smartphone,5,594.01
2024-09-08T11:48:24.739Z,882,Headphones,4,1521.07
2024-04-01T11:48:24.739Z,666,Headphones,1,786.63
2024-04-25T11:48:24.739Z,761,Laptop,5,264.69
2023-11-23T11:48:24.739Z,552,Laptop,3,1073.31
2024-10-03T11:48:24.739Z,258,Headphones,3,604.95
2023-11-01T11:48:24.739Z,9,Smartwatch,5,355.5
2024-06-26T11:48:24.739Z,194,Tablet,1,1185.67
